address,property_id,square_meters,total_floors,floor,type,price,days_on_market,rooms,city
"179 High St, Berlin",ID016181,83,11,28,Residential,980629,161,6,Berlin
"248 Park Ave, Berlin",ID020078,83,5,15,Commercial,1028680,160,2,Berlin
"218 Broadway, Berlin",ID011249,83,22,2,Residential,2002657,277,8,Berlin
"288 Park Ave, Berlin",ID014856,83,11,29,Residential,4252775,74,7,Berlin
"28 Main St, Berlin",ID007354,83,24,29,Residential,4904686,176,9,Berlin
"23 Broadway, Berlin",ID011364,83,14,26,Residential,7834278,251,1,Berlin
"19 Park Ave, Berlin",ID004263,83,7,19,Commercial,8947804,148,8,Berlin
"246 Main St, Berlin",ID000811,83,8,14,Commercial,9397334,223,3,Berlin
"80 Main St, Berlin",ID000916,84,6,11,Commercial,6552917,266,9,Berlin
"170 Park Ave, Berlin",ID018270,85,27,7,Commercial,137839,109,6,Berlin
"98 Park Ave, Berlin",ID005720,85,25,1,Commercial,1089422,218,8,Berlin
"37 High St, Berlin",ID019610,85,19,21,Residential,4697350,31,9,Berlin
"222 Park Ave, Berlin",ID007670,85,14,28,Residential,5443611,26,8,Berlin
"23 Park Ave, Berlin",ID012381,85,18,27,Residential,6885576,192,1,Berlin
"14 Broadway, Berlin",ID021430,85,12,8,Commercial,7613529,219,7,Berlin
"247 Main St, Berlin",ID023384,85,13,1,Commercial,7880876,302,5,Berlin
"164 Main St, Berlin",ID008676,85,25,13,Residential,8761696,226,9,Berlin
"232 Main St, Berlin",ID003172,85,4,5,Commercial,8852703,124,9,Berlin
"40 Broadway, Berlin",ID002884,85,6,19,Commercial,9453657,250,7,Berlin
"87 Park Ave, Berlin",ID022276,86,20,2,Commercial,3159562,131,6,Berlin
"219 Park Ave, Berlin",ID021736,86,20,23,Residential,3403729,95,7,Berlin
"117 Broadway, Berlin",ID020395,86,7,27,Commercial,4530556,209,9,Berlin
"78 Park Ave, Berlin",ID016821,86,3,3,Residential,7309768,93,2,Berlin
"186 Broadway, Berlin",ID022852,87,5,12,Commercial,2408473,163,1,Berlin
"136 High St, Berlin",ID005095,87,6,16,Commercial,4178724,93,7,Berlin
"34 Broadway, Berlin",ID018441,87,28,7,Residential,7627045,302,1,Berlin
"22 High St, Berlin",ID017460,87,3,10,Residential,8738233,110,6,Berlin
"33 Broadway, Berlin",ID023507,88,5,24,Commercial,2060267,129,3,Berlin
"131 High St, Berlin",ID016714,88,19,28,Residential,3758066,148,2,Berlin
"25 Broadway, Berlin",ID023414,88,28,13,Residential,7216293,345,6,Berlin
"233 Park Ave, Berlin",ID007237,88,6,19,Residential,8172092,113,7,Berlin
"204 Broadway, Berlin",ID001326,88,9,16,Commercial,8313903,286,1,Berlin
"96 Main St, Berlin",ID008205,88,28,5,Commercial,8346928,50,2,Berlin
"186 Broadway, Berlin",ID019054,88,16,20,Commercial,8943007,124,5,Berlin
"250 Park Ave, Berlin",ID009552,89,13,14,Residential,1106896,184,1,Berlin
"9 Park Ave, Berlin",ID011906,89,19,21,Residential,1403574,344,4,Berlin
"208 High St, Berlin",ID008941,89,20,4,Residential,3069208,269,1,Berlin
"29 High St, Berlin",ID023267,89,3,21,Residential,3728838,208,9,Berlin
"50 Park Ave, Berlin",ID004736,89,1,21,Commercial,3778943,125,9,Berlin
"129 High St, Berlin",ID009471,89,28,10,Commercial,4976380,29,4,Berlin
"194 Broadway, Berlin",ID024552,89,22,23,Residential,6161238,102,6,Berlin
"112 Broadway, Berlin",ID016180,89,24,5,Residential,7114616,350,7,Berlin
"42 Main St, Berlin",ID002867,89,26,8,Residential,7209044,253,4,Berlin
"296 Broadway, Berlin",ID010526,90,10,13,Commercial,379881,69,4,Berlin
"132 High St, Berlin",ID012237,90,21,20,Commercial,1076047,4,1,Berlin
"206 Broadway, Berlin",ID011425,90,7,23,Residential,1458162,114,5,Berlin
"22 Broadway, Berlin",ID018240,90,9,19,Commercial,3070355,17,1,Berlin
"241 High St, Berlin",ID013838,90,22,22,Residential,4164003,289,5,Berlin
"293 High St, Berlin",ID012582,90,7,22,Commercial,4708064,178,7,Berlin
"4 Park Ave, Berlin",ID023803,90,11,27,Commercial,7252700,42,6,Berlin
"6 Broadway, Berlin",ID013363,90,5,23,Commercial,7461924,98,8,Berlin
"124 Park Ave, Berlin",ID022385,90,6,6,Residential,8309634,139,8,Berlin
"146 High St, Berlin",ID005683,90,18,13,Commercial,9139374,32,4,Berlin
"270 High St, Berlin",ID000462,91,12,15,Commercial,1828238,204,4,Berlin
"5 High St, Berlin",ID010596,91,20,18,Residential,7510383,31,3,Berlin
"195 High St, Berlin",ID013108,91,10,20,Commercial,8147520,181,5,Berlin
"216 Park Ave, Berlin",ID003564,92,14,27,Residential,3564106,263,2,Berlin
"11 High St, Berlin",ID012171,92,5,9,Residential,4697243,22,7,Berlin
"194 Park Ave, Berlin",ID016217,92,26,18,Commercial,5644754,85,3,Berlin
"268 Main St, Berlin",ID004255,92,19,11,Residential,6185278,116,6,Berlin
"91 Broadway, Berlin",ID015784,92,18,29,Residential,6820844,304,3,Berlin
"275 Park Ave, Berlin",ID001306,92,25,11,Residential,8708226,11,9,Berlin
"292 Broadway, Berlin",ID009526,93,25,14,Residential,492454,96,6,Berlin
"155 Main St, Berlin",ID007870,93,18,16,Commercial,1130416,245,7,Berlin
"214 Park Ave, Berlin",ID012597,93,7,1,Commercial,1891492,256,7,Berlin
"216 Main St, Berlin",ID008641,93,4,1,Residential,3644176,83,6,Berlin
"122 High St, Berlin",ID021710,93,25,10,Commercial,3657390,298,6,Berlin
"296 Main St, Berlin",ID020528,93,15,18,Residential,4156760,259,8,Berlin
"260 Main St, Berlin",ID006724,93,1,25,Residential,4361801,83,8,Berlin
"14 Broadway, Berlin",ID009398,93,19,21,Residential,4690382,232,3,Berlin
"196 Main St, Berlin",ID007227,93,17,19,Residential,7353178,280,7,Berlin
"176 High St, Berlin",ID007042,93,8,21,Residential,7593543,64,3,Berlin
"53 Broadway, Berlin",ID005589,93,29,12,Residential,7631863,109,7,Berlin
"28 High St, Berlin",ID003497,93,13,1,Residential,8091508,256,4,Berlin
"264 High St, Berlin",ID020826,93,5,5,Residential,8727808,46,9,Berlin
"2 Park Ave, Berlin",ID001295,93,9,21,Commercial,9914746,263,5,Berlin
"246 Park Ave, Berlin",ID011556,94,3,10,Residential,1285146,200,9,Berlin
"80 High St, Berlin",ID009674,94,6,2,Commercial,1683564,364,2,Berlin
"86 Broadway, Berlin",ID001236,94,11,16,Commercial,3655795,54,8,Berlin
"20 Main St, Berlin",ID000998,94,23,21,Commercial,4564156,240,7,Berlin
"128 Park Ave, Berlin",ID009072,94,5,15,Residential,6200234,311,5,Berlin
"67 Broadway, Berlin",ID013496,94,21,11,Residential,8451706,80,5,Berlin
"86 Main St, Berlin",ID011796,95,14,8,Residential,8484433,202,9,Berlin
"285 High St, Berlin",ID007922,96,12,27,Commercial,3606550,38,1,Berlin
"277 Main St, Berlin",ID020046,96,1,11,Commercial,4591633,183,9,Berlin
"159 Broadway, Berlin",ID006541,96,14,22,Residential,6400296,154,7,Berlin
"173 Broadway, Berlin",ID005436,96,21,3,Commercial,6419312,209,7,Berlin
"168 Main St, Berlin",ID003505,96,23,8,Residential,8703491,25,4,Berlin
"57 High St, Berlin",ID004347,97,23,14,Commercial,5432084,42,9,Berlin
"41 Park Ave, Berlin",ID023643,97,26,26,Commercial,9018548,265,2,Berlin
"285 Broadway, Berlin",ID010721,98,7,28,Residential,542565,116,3,Berlin
"70 Broadway, Berlin",ID025432,98,2,12,Commercial,1064575,342,9,Berlin
"204 Broadway, Berlin",ID012298,98,10,16,Commercial,8794458,66,4,Berlin
"248 Broadway, Berlin",ID015304,99,11,13,Residential,2339171,153,1,Berlin
"175 High St, Berlin",ID018336,99,6,16,Commercial,3282887,107,2,Berlin
"140 Park Ave, Berlin",ID015181,99,22,9,Residential,5759734,184,8,Berlin
"78 High St, Berlin",ID010642,99,14,14,Residential,6043995,192,4,Berlin
"227 Main St, Berlin",ID011778,99,4,28,Commercial,7406225,318,2,Berlin
"180 Broadway, Berlin",ID011502,100,24,27,Residential,568764,348,1,Berlin
"11 Main St, Berlin",ID006828,100,19,6,Commercial,3218839,266,8,Berlin
"42 Park Ave, Berlin",ID022807,100,17,9,Residential,5054105,221,2,Berlin
"167 Park Ave, Berlin",ID004375,100,22,6,Commercial,6429624,161,6,Berlin
"203 Main St, Berlin",ID013631,100,2,23,Commercial,6969378,154,9,Berlin
"103 Park Ave, Berlin",ID003170,100,26,5,Commercial,8592560,140,2,Berlin
"100 Park Ave, Berlin",ID001351,100,10,12,Commercial,8769146,176,2,Berlin
"22 Main St, Berlin",ID000000,100,13,4,Commercial,9433385,363,7,Berlin
"140 Main St, Berlin",ID003723,100,27,26,Commercial,9436672,364,5,Berlin
"171 High St, Berlin",ID016550,101,5,13,Commercial,5724913,233,8,Berlin
"165 Broadway, Berlin",ID007885,101,26,15,Residential,5767458,200,8,Berlin
"177 Main St, Berlin",ID021963,101,21,9,Residential,6029045,39,4,Berlin
"212 High St, Berlin",ID004874,101,10,19,Residential,6866719,148,3,Berlin
"14 Park Ave, Berlin",ID002253,101,3,19,Commercial,7663620,227,4,Berlin
"16 Park Ave, Berlin",ID010171,101,4,14,Commercial,8064731,358,8,Berlin
"206 Park Ave, Berlin",ID009342,101,28,14,Residential,9652102,233,1,Berlin
"66 Main St, Berlin",ID022859,102,16,6,Commercial,605745,94,4,Berlin
"273 Broadway, Berlin",ID021397,102,19,6,Residential,887105,251,3,Berlin
"69 High St, Berlin",ID009724,102,25,14,Commercial,2641346,344,3,Berlin
"252 Broadway, Berlin",ID000991,102,8,2,Residential,3781581,118,6,Berlin
"209 Broadway, Berlin",ID012336,102,23,29,Commercial,4223224,286,4,Berlin
"155 Park Ave, Berlin",ID023431,102,28,28,Commercial,5774041,116,6,Berlin
"236 Main St, Berlin",ID007387,102,1,4,Commercial,6030389,323,9,Berlin
"19 Park Ave, Berlin",ID000435,102,2,29,Residential,6602619,236,2,Berlin
"46 Broadway, Berlin",ID016666,102,24,9,Residential,9914089,44,2,Berlin
"9 Main St, Berlin",ID023134,103,23,24,Residential,2835900,104,3,Berlin
"129 Main St, Berlin",ID005788,103,22,13,Residential,4733198,99,6,Berlin
"47 Main St, Berlin",ID011181,103,5,26,Commercial,5683073,264,2,Berlin
"90 Park Ave, Berlin",ID022773,103,14,6,Commercial,6213258,245,8,Berlin
"14 High St, Berlin",ID015949,103,16,26,Commercial,9048451,349,9,Berlin
"63 Main St, Berlin",ID023889,103,14,29,Commercial,9091716,224,4,Berlin
"124 Broadway, Berlin",ID005997,104,20,15,Commercial,210417,345,5,Berlin
"218 Broadway, Berlin",ID008319,104,17,17,Commercial,2152407,134,2,Berlin
"108 Broadway, Berlin",ID019247,104,21,15,Residential,2263900,55,3,Berlin
"269 High St, Berlin",ID015644,104,15,9,Residential,5190320,292,6,Berlin
"51 Broadway, Berlin",ID001162,104,5,29,Commercial,6243079,288,3,Berlin
"235 Broadway, Berlin",ID016127,104,14,25,Commercial,9567589,86,4,Berlin
"284 Main St, Berlin",ID009474,105,21,17,Residential,1893277,89,9,Berlin
"246 High St, Berlin",ID001582,105,11,10,Commercial,3069749,353,7,Berlin
"112 Broadway, Berlin",ID011650,105,25,1,Commercial,4565486,154,6,Berlin
"67 Park Ave, Berlin",ID003354,106,15,18,Commercial,280548,300,8,Berlin
"54 High St, Berlin",ID011855,106,27,14,Commercial,1409234,223,4,Berlin
"96 Broadway, Berlin",ID001997,106,6,28,Commercial,1785920,224,1,Berlin
"52 Main St, Berlin",ID018762,106,15,1,Residential,4991134,72,4,Berlin
"80 Main St, Berlin",ID017201,106,16,1,Commercial,7171824,167,7,Berlin
"74 Broadway, Berlin",ID004205,107,13,27,Residential,2394957,166,9,Berlin
"127 Park Ave, Berlin",ID001568,107,22,7,Residential,4486120,120,2,Berlin
"108 Park Ave, Berlin",ID018315,108,11,15,Residential,1333211,8,8,Berlin
"127 Park Ave, Berlin",ID000005,108,12,29,Commercial,1481807,308,5,Berlin
"38 High St, Berlin",ID007713,108,29,21,Commercial,4987678,209,1,Berlin
"222 High St, Berlin",ID019009,108,21,19,Residential,6477619,280,5,Berlin
"117 High St, Berlin",ID011176,108,5,22,Commercial,9027463,274,9,Berlin
"102 Park Ave, Berlin",ID015820,109,3,27,Residential,1104499,277,8,Berlin
"20 Broadway, Berlin",ID014252,109,7,27,Residential,2947474,119,8,Berlin
"266 Broadway, Berlin",ID024187,109,29,9,Commercial,3981834,48,2,Berlin
"267 Broadway, Berlin",ID001387,109,15,23,Residential,6151152,323,1,Berlin
"294 Broadway, Berlin",ID005222,110,11,27,Commercial,985012,155,7,Berlin
"6 Main St, Berlin",ID019678,110,25,17,Residential,3355804,127,5,Berlin
"110 High St, Berlin",ID013911,110,14,12,Commercial,3780378,273,6,Berlin
"187 Broadway, Berlin",ID001215,110,20,6,Commercial,4922516,327,2,Berlin
"120 Broadway, Berlin",ID009006,110,12,27,Residential,6735298,114,2,Berlin
"251 Main St, Berlin",ID012990,110,17,17,Residential,8249773,68,6,Berlin
"230 Broadway, Berlin",ID000379,110,11,14,Commercial,8472774,296,9,Berlin
"126 Broadway, Berlin",ID019413,111,7,5,Commercial,584370,81,8,Berlin
"156 High St, Berlin",ID004618,111,10,6,Commercial,726442,239,2,Berlin
"84 Broadway, Berlin",ID000242,111,5,24,Commercial,880029,129,6,Berlin
"83 Broadway, Berlin",ID024211,111,10,14,Residential,3932372,285,8,Berlin
"46 High St, Berlin",ID009022,111,14,25,Commercial,5386882,140,8,Berlin
"37 Broadway, Berlin",ID015117,111,20,17,Residential,5754120,155,8,Berlin
"2 Main St, Berlin",ID007600,111,18,16,Residential,8390155,118,7,Berlin
"103 Park Ave, Berlin",ID021006,111,18,28,Commercial,8615696,358,6,Berlin
"77 Park Ave, Berlin",ID004908,111,3,19,Commercial,9265227,52,4,Berlin
"176 Main St, Berlin",ID003950,111,9,3,Commercial,9387371,200,4,Berlin
"151 Park Ave, Berlin",ID012402,112,13,25,Commercial,4137220,8,3,Berlin
"185 Main St, Berlin",ID018964,112,8,14,Residential,8377277,77,5,Berlin
"82 Main St, Berlin",ID012873,113,11,23,Commercial,888949,216,9,Berlin
"256 Park Ave, Berlin",ID008176,113,8,5,Residential,7227399,136,3,Berlin
"56 Main St, Berlin",ID018745,113,7,14,Commercial,7541419,207,8,Berlin
"50 Park Ave, Berlin",ID025499,114,9,12,Residential,1324593,359,2,Berlin
"92 Broadway, Berlin",ID023248,114,14,4,Commercial,1679462,241,8,Berlin
"115 Main St, Berlin",ID024224,114,17,16,Residential,3345566,262,5,Berlin
"196 High St, Berlin",ID011739,114,12,4,Commercial,5329599,289,3,Berlin
"98 Park Ave, Berlin",ID010565,114,14,16,Residential,7338115,258,1,Berlin
"156 Main St, Berlin",ID022906,115,4,7,Residential,867590,22,4,Berlin
"185 High St, Berlin",ID021626,115,18,29,Commercial,1204605,41,8,Berlin
"89 Park Ave, Berlin",ID007276,115,11,29,Residential,1368737,2,9,Berlin
"142 Park Ave, Berlin",ID020518,115,19,4,Commercial,2691274,335,3,Berlin
"203 Park Ave, Berlin",ID018187,115,17,11,Commercial,2776749,86,6,Berlin
"116 High St, Berlin",ID004260,115,20,11,Commercial,5286944,324,5,Berlin
"295 Main St, Berlin",ID011693,115,5,18,Residential,8690246,29,4,Berlin
"129 Broadway, Berlin",ID017928,115,23,24,Commercial,9131927,2,7,Berlin
"245 Park Ave, Berlin",ID024687,116,8,21,Residential,947856,134,1,Berlin
"103 Main St, Berlin",ID007442,116,29,18,Residential,4851912,92,3,Berlin
"279 High St, Berlin",ID015272,116,23,13,Residential,4895037,96,3,Berlin
"259 Main St, Berlin",ID018691,116,5,28,Residential,8292768,309,6,Berlin
"215 High St, Berlin",ID021289,116,19,25,Commercial,8421197,63,8,Berlin
"15 High St, Berlin",ID000247,116,18,27,Commercial,8902346,214,3,Berlin
"159 Main St, Berlin",ID018647,117,21,14,Commercial,710380,225,2,Berlin
"53 Main St, Berlin",ID002097,117,8,25,Residential,7313133,232,8,Berlin
"235 Park Ave, Berlin",ID015611,117,9,8,Commercial,9323223,65,9,Berlin
"281 Park Ave, Berlin",ID010748,117,25,12,Commercial,9597967,218,6,Berlin
"249 Main St, Berlin",ID003498,118,12,7,Residential,1292250,183,8,Berlin
"161 Broadway, Berlin",ID021279,118,24,25,Residential,1782745,215,9,Berlin
"12 Park Ave, Berlin",ID004349,118,23,13,Commercial,2152159,327,2,Berlin
"61 Park Ave, Berlin",ID008463,118,21,11,Commercial,8055548,338,7,Berlin
"270 Park Ave, Berlin",ID001869,118,23,24,Residential,8848478,57,4,Berlin
"23 Park Ave, Berlin",ID007750,118,12,27,Residential,9903245,282,8,Berlin
"266 Main St, Berlin",ID013332,118,10,21,Commercial,9918740,67,2,Berlin
"244 High St, Berlin",ID021414,119,13,16,Commercial,3992887,257,3,Berlin
"139 Broadway, Berlin",ID005005,119,6,4,Commercial,5328935,239,3,Berlin
"245 Park Ave, Berlin",ID000261,119,19,26,Residential,5765974,364,7,Berlin
"58 Broadway, Berlin",ID006379,119,19,8,Commercial,6570209,2,6,Berlin
"59 Broadway, Berlin",ID001707,119,27,2,Commercial,7040592,167,1,Berlin
"163 Park Ave, Berlin",ID013023,120,7,22,Commercial,1194122,121,1,Berlin
"267 Broadway, Berlin",ID018292,120,8,8,Commercial,3711714,70,7,Berlin
"55 Broadway, Berlin",ID010393,120,24,21,Residential,5354815,245,2,Berlin
"203 Main St, Berlin",ID006682,120,17,21,Residential,5705266,34,1,Berlin
"158 Park Ave, Berlin",ID003314,120,9,28,Commercial,6061976,61,1,Berlin
"105 Broadway, Berlin",ID005964,121,12,17,Commercial,2753136,274,4,Berlin
"172 Park Ave, Berlin",ID022020,121,18,19,Residential,5223916,151,1,Berlin
"100 Broadway, Berlin",ID016429,121,22,10,Commercial,7246525,238,6,Berlin
"92 High St, Berlin",ID010324,121,20,19,Commercial,7453445,63,2,Berlin
"1 Broadway, Berlin",ID023201,121,15,14,Commercial,8461871,357,8,Berlin
"267 Park Ave, Berlin",ID023513,121,27,9,Commercial,8883307,86,2,Berlin
"284 High St, Berlin",ID005011,122,7,12,Commercial,2008412,51,2,Berlin
"74 Broadway, Berlin",ID015744,122,12,2,Commercial,2748525,331,6,Berlin
"154 High St, Berlin",ID023669,122,24,9,Commercial,6344308,220,9,Berlin
"2 High St, Berlin",ID012074,122,19,18,Residential,7299510,361,7,Berlin
"226 High St, Berlin",ID008077,122,26,4,Commercial,8358496,207,9,Berlin
"82 Main St, Berlin",ID018732,123,21,29,Commercial,957490,30,3,Berlin
"26 Main St, Berlin",ID002366,123,13,20,Commercial,4266817,206,7,Berlin
"283 High St, Berlin",ID000579,123,15,4,Residential,6676335,47,9,Berlin
"34 Broadway, Berlin",ID008957,123,28,2,Commercial,7275770,329,6,Berlin
"115 Main St, Berlin",ID020089,124,10,3,Residential,6354948,91,5,Berlin
"163 Main St, Berlin",ID005149,124,21,29,Residential,7947367,268,6,Berlin
"211 High St, Berlin",ID017272,124,3,5,Residential,8147844,264,4,Berlin
"138 Broadway, Berlin",ID004810,125,16,5,Residential,1661090,95,2,Berlin
"47 Main St, Berlin",ID013013,125,23,16,Commercial,1945454,321,6,Berlin
"252 High St, Berlin",ID012712,125,18,20,Residential,3619677,284,4,Berlin
"87 High St, Berlin",ID024985,125,14,27,Commercial,7209492,13,5,Berlin
"165 Broadway, Berlin",ID009386,125,16,17,Residential,9933954,91,4,Berlin
"271 High St, Berlin",ID018582,125,11,4,Residential,9937004,168,6,Berlin
"18 Broadway, Berlin",ID023068,126,8,18,Commercial,406453,248,5,Berlin
"22 High St, Berlin",ID008668,126,23,9,Commercial,3005284,353,1,Berlin
"35 Park Ave, Berlin",ID012407,126,19,14,Commercial,3853829,349,3,Berlin
"215 Park Ave, Berlin",ID003662,126,23,9,Commercial,6314674,280,5,Berlin
"28 Park Ave, Berlin",ID015889,126,23,23,Commercial,8092754,160,4,Berlin
"256 High St, Berlin",ID013480,127,20,18,Commercial,2679050,329,3,Berlin
"120 Park Ave, Berlin",ID024900,127,11,23,Residential,9965586,341,5,Berlin
"105 Broadway, Berlin",ID008285,128,18,17,Commercial,6009580,197,6,Berlin
"268 Broadway, Berlin",ID006060,128,2,28,Commercial,6859391,225,3,Berlin
"15 Main St, Berlin",ID011083,129,23,20,Commercial,361144,75,6,Berlin
"267 Broadway, Berlin",ID011603,129,17,27,Residential,854702,295,2,Berlin
"39 Main St, Berlin",ID014696,129,12,17,Residential,6468388,18,6,Berlin
"180 Broadway, Berlin",ID010299,130,2,7,Commercial,822884,127,6,Berlin
"220 Broadway, Berlin",ID005268,130,18,18,Residential,871550,308,7,Berlin
"279 Park Ave, Berlin",ID014302,130,21,3,Commercial,1613880,303,4,Berlin
"46 Park Ave, Berlin",ID006679,130,8,19,Residential,4304646,99,9,Berlin
"277 Broadway, Berlin",ID020520,130,22,2,Residential,9629221,343,1,Berlin
"266 Park Ave, Berlin",ID014746,131,28,20,Commercial,6754615,235,4,Berlin
"170 High St, Berlin",ID015790,131,14,18,Commercial,8494571,29,3,Berlin
"28 Park Ave, Berlin",ID000611,131,27,19,Residential,9764406,281,5,Berlin
"292 High St, Berlin",ID020277,132,19,9,Commercial,380485,291,6,Berlin
"115 Main St, Berlin",ID009128,132,1,24,Residential,1273114,59,2,Berlin
"149 Park Ave, Berlin",ID015563,132,22,27,Residential,1809177,150,5,Berlin
"109 Park Ave, Berlin",ID003138,132,1,14,Residential,4900772,127,2,Berlin
"225 High St, Berlin",ID016611,132,2,18,Residential,4901352,109,6,Berlin
"190 High St, Berlin",ID024980,132,12,13,Commercial,6202070,151,4,Berlin
"134 Main St, Berlin",ID019576,132,18,3,Commercial,7019298,294,7,Berlin
"270 Broadway, Berlin",ID014015,132,3,14,Residential,8435494,188,9,Berlin
"294 Main St, Berlin",ID018242,133,5,19,Residential,2790162,124,3,Berlin
"76 Broadway, Berlin",ID004250,133,25,13,Residential,4303581,351,8,Berlin
"9 Main St, Berlin",ID018197,133,23,13,Residential,5664531,170,1,Berlin
"124 Main St, Berlin",ID003270,133,14,10,Commercial,6124910,222,4,Berlin
"227 High St, Berlin",ID006279,133,16,29,Residential,6803779,245,4,Berlin
"90 Park Ave, Berlin",ID019411,133,3,12,Commercial,8888362,287,5,Berlin
"65 Broadway, Berlin",ID006424,133,19,4,Residential,9416134,107,4,Berlin
"239 Broadway, Berlin",ID016505,134,11,15,Commercial,739695,23,1,Berlin
"13 Broadway, Berlin",ID012906,134,5,15,Commercial,1160119,199,6,Berlin
"272 High St, Berlin",ID015283,134,20,4,Commercial,1627907,192,3,Berlin
"233 Broadway, Berlin",ID018751,134,16,20,Commercial,8314786,56,1,Berlin
"257 Main St, Berlin",ID013162,134,13,22,Residential,8558317,312,6,Berlin
"47 Park Ave, Berlin",ID025312,134,19,8,Commercial,8583980,347,9,Berlin
"6 High St, Berlin",ID013674,135,7,21,Commercial,418263,295,9,Berlin
"143 Main St, Berlin",ID012840,135,3,19,Residential,947953,351,5,Berlin
"90 Park Ave, Berlin",ID004598,135,14,6,Commercial,5033090,100,2,Berlin
"282 Broadway, Berlin",ID016996,135,23,24,Commercial,6170219,126,4,Berlin
